tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
15700,Winter,200,2533.2,135.33,150.0,0.0,0.0,0.988,0.997,0.0,0.0,0.0,0.002,0.35,0.13,0.885,0.885,1428,2748,730,1212,18,5,5.39
15800,Winter,300,2463.1,86.93,145.8,0.077,0.0,0.991,1.0,0.0,0.0,0.0,0.001,0.0,0.0,0.957,0.955,1446,2764,737,1215,18,5,8.54
15900,Winter,400,2398.9,150.0,131.94,0.0,0.0,0.712,0.63,0.0,0.0,0.0,0.001,0.49,0.0,0.669,0.662,1490,2767,749,1214,18,5,31.89
16000,Spring,0,2323.6,96.08,118.6,0.0,0.0,0.974,0.591,0.0,0.0,0.005,0.001,0.0,0.98,0.309,0.306,1521,2788,760,1218,18,5,27.78
16100,Spring,100,2370.7,149.7,149.3,0.0,0.0,0.949,0.803,0.0,0.0,0.005,0.001,0.54,1.0,0.26,0.263,1570,2832,775,1219,18,5,13.04
16200,Spring,200,2395.9,148.02,150.0,0.0,0.0,0.752,0.78,0.0,0.0,0.004,0.001,0.24,0.65,0.381,0.382,1594,2889,789,1220,18,5,23.77
16300,Spring,300,2437.8,103.65,144.1,0.0,0.0,0.995,0.609,0.0,0.0,0.004,0.001,0.0,1.0,0.251,0.251,1610,2958,794,1221,18,5,28.46
16400,Spring,400,2472.5,109.9,101.8,0.0,0.0,0.939,0.489,0.0,0.0,0.004,0.001,0.0,1.0,0.194,0.194,1630,3001,799,1221,18,5,36.77
16500,Summer,0,2503.4,100.93,150.0,0.0,0.0,0.806,0.317,0.0,0.0,0.003,0.001,0.0,1.0,0.108,0.108,1648,3049,814,1221,18,5,44.28
16600,Summer,100,2574.7,150.0,140.82,0.0,0.0,0.919,0.793,0.0,0.0,0.003,0.001,0.69,1.0,0.194,0.199,1711,3101,829,1221,18,5,13.0
16700,Summer,200,2655.3,150.0,86.76,0.0,0.075,0.946,0.99,0.0,0.0,0.003,0.001,0.23,0.0,0.953,0.949,1745,3129,835,1222,18,5,14.14
16800,Summer,300,2685.9,148.47,149.81,0.0,0.0,0.377,0.57,0.0,0.0,0.002,0.001,1.0,0.28,0.443,0.44,1819,3172,839,1234,18,5,45.22
16900,Summer,400,2755.8,90.81,103.01,0.0,0.0,0.2,0.659,0.0,0.0,0.002,0.0,1.0,0.08,0.196,0.195,1842,3211,839,1234,18,5,54.04
17000,Autumn,0,2817.1,150.0,114.47,0.0,0.0,0.857,0.985,0.0,0.0,0.002,0.0,1.0,0.0,0.165,0.172,1894,3232,839,1239,18,5,10.3
